sampleTime, isHotThroughputUtilization,queueSize
+2.525e+06ns, 0,0
+2.55e+06ns, 0,0
+2.575e+06ns, 0,0
+2.6e+06ns, 0,0
+2.625e+06ns, 0,0
+2.65e+06ns, 0,0
+2.675e+06ns, 0,0
+2.7e+06ns, 0,0
+2.725e+06ns, 0,0
+2.75e+06ns, 0,0
+2.775e+06ns, 0,0
+2.8e+06ns, 0,0
+2.825e+06ns, 0,0
+2.85e+06ns, 0,0
+2.875e+06ns, 0,0
+2.9e+06ns, 0,0
+2.925e+06ns, 0,0
+2.95e+06ns, 0,0
+2.975e+06ns, 0,0
+3e+06ns, 0,0
+3.025e+06ns, 0,0
+3.05e+06ns, 0,0
+3.075e+06ns, 0,0
+3.1e+06ns, 0,0
+3.125e+06ns, 0,0
+3.15e+06ns, 0,0
+3.175e+06ns, 0,0
+3.2e+06ns, 0,0
+3.225e+06ns, 0,0
+3.25e+06ns, 0,0
+3.275e+06ns, 0,0
+3.3e+06ns, 0,0
+3.325e+06ns, 0,0
+3.35e+06ns, 0,0
+3.375e+06ns, 0,0
+3.4e+06ns, 0,0
+3.425e+06ns, 0,0
+3.45e+06ns, 0,0
+3.475e+06ns, 0,0
+3.5e+06ns, 0,0
+3.525e+06ns, 0,0
+3.55e+06ns, 0,0
+3.575e+06ns, 0,0
+3.6e+06ns, 0,0
+3.625e+06ns, 0,0
+3.65e+06ns, 0,0
+3.675e+06ns, 0,0
+3.7e+06ns, 0,0
+3.725e+06ns, 0,0
+3.75e+06ns, 0,0
+3.775e+06ns, 0,0
+3.8e+06ns, 0,0
+3.825e+06ns, 0,0
+3.85e+06ns, 0,0
+3.875e+06ns, 0,0
+3.9e+06ns, 0,0
+3.925e+06ns, 0,0
+3.95e+06ns, 0,0
+3.975e+06ns, 0,0
+4e+06ns, 0,0
+4.025e+06ns, 0,0
+4.05e+06ns, 0,0
+4.075e+06ns, 0,0
+4.1e+06ns, 0,0
+4.125e+06ns, 0,0
+4.15e+06ns, 0,0
+4.175e+06ns, 0,0
+4.2e+06ns, 0,0
+4.225e+06ns, 0,0
+4.25e+06ns, 0,0
+4.275e+06ns, 0,0
+4.3e+06ns, 0,0
+4.325e+06ns, 0,0
+4.35e+06ns, 0,0
+4.375e+06ns, 0,0
+4.4e+06ns, 0,0
+4.425e+06ns, 0,0
+4.45e+06ns, 0,0
+4.475e+06ns, 0,0
+4.5e+06ns, 0,0
+4.525e+06ns, 0,0
+4.55e+06ns, 0,0
+4.575e+06ns, 0,0
+4.6e+06ns, 0,0
+4.625e+06ns, 0,0
+4.65e+06ns, 0,0
+4.675e+06ns, 0,0
+4.7e+06ns, 0,0
+4.725e+06ns, 0,0
+4.75e+06ns, 0,0
+4.775e+06ns, 0,0
+4.8e+06ns, 0,0
+4.825e+06ns, 0,0
+4.85e+06ns, 0,0
+4.875e+06ns, 0,0
+4.9e+06ns, 0,0
+4.925e+06ns, 0,0
+4.95e+06ns, 0,0
+4.975e+06ns, 0,0
+5e+06ns, 0,0
+5.025e+06ns, 0,0
+5.05e+06ns, 0,0
+5.075e+06ns, 0,0
+5.1e+06ns, 0,0
+5.125e+06ns, 0,0
+5.15e+06ns, 0,0
+5.175e+06ns, 0,0
+5.2e+06ns, 0,0
+5.225e+06ns, 0,0
+5.25e+06ns, 0,0
+5.275e+06ns, 0,0
+5.3e+06ns, 0,0
+5.325e+06ns, 0,0
+5.35e+06ns, 0,0
+5.375e+06ns, 0,0
+5.4e+06ns, 0,0
+5.425e+06ns, 0,0
+5.45e+06ns, 0,0
+5.475e+06ns, 0,0
+5.5e+06ns, 0,0
+5.525e+06ns, 0,0
+5.55e+06ns, 0,0
+5.575e+06ns, 0,0
+5.6e+06ns, 0,0
+5.625e+06ns, 0,0
+5.65e+06ns, 0,0
+5.675e+06ns, 0,0
+5.7e+06ns, 0,0
+5.725e+06ns, 0,0
+5.75e+06ns, 0,0
+5.775e+06ns, 0,0
+5.8e+06ns, 0,0
+5.825e+06ns, 0,0
+5.85e+06ns, 0,0
+5.875e+06ns, 0,0
+5.9e+06ns, 0,0
+5.925e+06ns, 0,0
+5.95e+06ns, 0,0
+5.975e+06ns, 0,0
+6e+06ns, 0,0
+6.025e+06ns, 0,0
+6.05e+06ns, 0,0
+6.075e+06ns, 0,0
+6.1e+06ns, 0,0
+6.125e+06ns, 0,0
+6.15e+06ns, 0,0
+6.175e+06ns, 0,0
+6.2e+06ns, 0,0
+6.225e+06ns, 0,0
+6.25e+06ns, 0,0
+6.275e+06ns, 0,0
+6.3e+06ns, 0,0
+6.325e+06ns, 0,0
+6.35e+06ns, 0,0
+6.375e+06ns, 0,0
+6.4e+06ns, 0,0
+6.425e+06ns, 0,0
+6.45e+06ns, 0,0
+6.475e+06ns, 0,0
+6.5e+06ns, 0,0
+6.525e+06ns, 0,0
+6.55e+06ns, 0,0
+6.575e+06ns, 0,0
+6.6e+06ns, 0,0
+6.625e+06ns, 0,0
+6.65e+06ns, 0,0
+6.675e+06ns, 0,0
+6.7e+06ns, 0,0
+6.725e+06ns, 0,0
+6.75e+06ns, 0,0
+6.775e+06ns, 0,0
+6.8e+06ns, 0,0
+6.825e+06ns, 0,0
+6.85e+06ns, 0,0
+6.875e+06ns, 0,1
+6.9e+06ns, 0,2
+6.925e+06ns, 0,3
+6.95e+06ns, 0,3
+6.975e+06ns, 0,3
+7e+06ns, 0,3
+7.025e+06ns, 0,6
+7.05e+06ns, 0,8
+7.075e+06ns, 0,9
+7.1e+06ns, 0,10
+7.125e+06ns, 0,10
+7.15e+06ns, 0,14
+7.175e+06ns, 0,14
+7.2e+06ns, 0,14
+7.225e+06ns, 0,14
+7.25e+06ns, 0,14
+7.275e+06ns, 0,14
+7.3e+06ns, 0,14
+7.325e+06ns, 0,14
+7.35e+06ns, 0,14
+7.375e+06ns, 0,14
+7.4e+06ns, 0,14
+7.425e+06ns, 0,14
+7.45e+06ns, 0,14
+7.475e+06ns, 0,14
+7.5e+06ns, 0,14
+7.525e+06ns, 0,14
+7.55e+06ns, 0,14
+7.575e+06ns, 0,14
+7.6e+06ns, 0,14
+7.625e+06ns, 0,14
+7.65e+06ns, 0,14
+7.675e+06ns, 0,14
+7.7e+06ns, 0,14
+7.725e+06ns, 0,14
+7.75e+06ns, 0,14
+7.775e+06ns, 0,14
+7.8e+06ns, 0,14
+7.825e+06ns, 0,14
+7.85e+06ns, 0,14
+7.875e+06ns, 0,14
+7.9e+06ns, 0,14
+7.925e+06ns, 0,14
+7.95e+06ns, 0,14
+7.975e+06ns, 0,14
+8e+06ns, 0,14
+8.025e+06ns, 0,14
+8.05e+06ns, 0,14
+8.075e+06ns, 0,14
+8.1e+06ns, 0,14
+8.125e+06ns, 0,14
+8.15e+06ns, 0,14
+8.175e+06ns, 0,14
+8.2e+06ns, 0,14
+8.225e+06ns, 0,14
+8.25e+06ns, 0,14
+8.275e+06ns, 0,14
+8.3e+06ns, 0,14
+8.325e+06ns, 0,14
+8.35e+06ns, 0,14
+8.375e+06ns, 0,14
+8.4e+06ns, 0,14
+8.425e+06ns, 0,14
+8.45e+06ns, 0,14
+8.475e+06ns, 0,14
+8.5e+06ns, 0,14
+8.525e+06ns, 0,14
+8.55e+06ns, 0,14
+8.575e+06ns, 0,14
+8.6e+06ns, 0,14
+8.625e+06ns, 0,14
+8.65e+06ns, 0,14
+8.675e+06ns, 0,14
+8.7e+06ns, 0,14
+8.725e+06ns, 0,14
+8.75e+06ns, 0,14
+8.775e+06ns, 0,14
+8.8e+06ns, 0,14
+8.825e+06ns, 0,14
+8.85e+06ns, 0,14
+8.875e+06ns, 0,14
+8.9e+06ns, 0,14
+8.925e+06ns, 0,14
+8.95e+06ns, 0,14
+8.975e+06ns, 0,14
+9e+06ns, 0,14
+9.025e+06ns, 0,14
+9.05e+06ns, 0,14
+9.075e+06ns, 0,14
+9.1e+06ns, 0,14
+9.125e+06ns, 0,14
+9.15e+06ns, 0,14
+9.175e+06ns, 0,14
+9.2e+06ns, 0,14
+9.225e+06ns, 0,14
+9.25e+06ns, 0,14
+9.275e+06ns, 0,14
+9.3e+06ns, 0,14
+9.325e+06ns, 0,14
+9.35e+06ns, 0,14
+9.375e+06ns, 0,14
+9.4e+06ns, 0,14
+9.425e+06ns, 0,14
+9.45e+06ns, 0,14
+9.475e+06ns, 0,14
+9.5e+06ns, 0,14
+9.525e+06ns, 0,14
+9.55e+06ns, 0,14
+9.575e+06ns, 0,14
+9.6e+06ns, 0,14
+9.625e+06ns, 0,14
+9.65e+06ns, 0,14
+9.675e+06ns, 0,14
+9.7e+06ns, 0,14
+9.725e+06ns, 0,14
+9.75e+06ns, 0,14
+9.775e+06ns, 0,14
+9.8e+06ns, 0,14
+9.825e+06ns, 0,14
+9.85e+06ns, 0,14
+9.875e+06ns, 0,14
+9.9e+06ns, 0,14
+9.925e+06ns, 0,14
+9.95e+06ns, 0,14
+9.975e+06ns, 0,14
+1e+07ns, 0,14
+1.0025e+07ns, 0,14
+1.005e+07ns, 0,14
+1.0075e+07ns, 0,14
+1.01e+07ns, 0,14
+1.0125e+07ns, 0,14
+1.015e+07ns, 0,14
+1.0175e+07ns, 0,14
+1.02e+07ns, 0,14
+1.0225e+07ns, 0,14
+1.025e+07ns, 0,14
+1.0275e+07ns, 0,14
+1.03e+07ns, 0,14
+1.0325e+07ns, 0,14
+1.035e+07ns, 0,14
+1.0375e+07ns, 0,14
+1.04e+07ns, 0,14
+1.0425e+07ns, 0,14
+1.045e+07ns, 0,14
+1.0475e+07ns, 0,14
+1.05e+07ns, 0,14
+1.0525e+07ns, 0,14
+1.055e+07ns, 0,14
+1.0575e+07ns, 0,14
+1.06e+07ns, 0,14
+1.0625e+07ns, 0,14
+1.065e+07ns, 0,14
+1.0675e+07ns, 0,14
+1.07e+07ns, 0,14
+1.0725e+07ns, 0,14
+1.075e+07ns, 0,14
+1.0775e+07ns, 0,15
+1.08e+07ns, 0,15
+1.0825e+07ns, 0,15
+1.085e+07ns, 0,15
+1.0875e+07ns, 0,15
+1.09e+07ns, 0,16
+1.0925e+07ns, 0,18
+1.095e+07ns, 0,18
+1.0975e+07ns, 0,18
+1.1e+07ns, 0,20
+1.1025e+07ns, 0,23
+1.105e+07ns, 0,24
+1.1075e+07ns, 0,25
+1.11e+07ns, 0,26
+1.1125e+07ns, 0,30
+1.115e+07ns, 0,31
+1.1175e+07ns, 0,32
+1.12e+07ns, 0,33
+1.1225e+07ns, 0,34
+1.125e+07ns, 0,35
+1.1275e+07ns, 0,36
+1.13e+07ns, 0,36
+1.1325e+07ns, 0,36
+1.135e+07ns, 0,37
+1.1375e+07ns, 0,37
+1.14e+07ns, 0,37
+1.1425e+07ns, 0,37
+1.145e+07ns, 0,37
+1.1475e+07ns, 0,39
+1.15e+07ns, 0,39
+1.1525e+07ns, 0,40
+1.155e+07ns, 0,40
+1.1575e+07ns, 0,40
+1.16e+07ns, 0,42
+1.1625e+07ns, 0,42
+1.165e+07ns, 0,42
+1.1675e+07ns, 0,42
+1.17e+07ns, 0,44
+1.1725e+07ns, 0,46
+1.175e+07ns, 0,46
+1.1775e+07ns, 0,46
+1.18e+07ns, 0,47
+1.1825e+07ns, 0,49
+1.185e+07ns, 0,49
+1.1875e+07ns, 0,49
+1.19e+07ns, 0,52
+1.1925e+07ns, 0,52
+1.195e+07ns, 0,52
+1.1975e+07ns, 0,52
+1.2e+07ns, 0,53
+1.2025e+07ns, 0,53
+1.205e+07ns, 0,54
+1.2075e+07ns, 0,57
+1.21e+07ns, 0,57
+1.2125e+07ns, 0,57
+1.215e+07ns, 0,57
+1.2175e+07ns, 0,57
+1.22e+07ns, 0,57
+1.2225e+07ns, 0,57
+1.225e+07ns, 0,57
+1.2275e+07ns, 0,57
+1.23e+07ns, 0,57
+1.2325e+07ns, 0,57
+1.235e+07ns, 0,57
+1.2375e+07ns, 0,57
+1.24e+07ns, 0,57
+1.2425e+07ns, 0,57
+1.245e+07ns, 0,57
+1.2475e+07ns, 0,57
+1.25e+07ns, 0,57
+1.2525e+07ns, 0,57
+1.255e+07ns, 0,57
+1.2575e+07ns, 0,57
+1.26e+07ns, 0,57
+1.2625e+07ns, 0,57
+1.265e+07ns, 0,57
+1.2675e+07ns, 0,57
+1.27e+07ns, 0,57
+1.2725e+07ns, 0,57
+1.275e+07ns, 0,57
+1.2775e+07ns, 0,57
+1.28e+07ns, 0,57
+1.2825e+07ns, 0,57
+1.285e+07ns, 0,57
+1.2875e+07ns, 0,57
+1.29e+07ns, 0,57
+1.2925e+07ns, 0,57
+1.295e+07ns, 0,57
+1.2975e+07ns, 0,57
+1.3e+07ns, 0,57
+1.3025e+07ns, 0,57
+1.305e+07ns, 0,57
+1.3075e+07ns, 0,57
+1.31e+07ns, 0,57
+1.3125e+07ns, 0,57
+1.315e+07ns, 0,57
+1.3175e+07ns, 0,57
+1.32e+07ns, 0,57
+1.3225e+07ns, 0,57
+1.325e+07ns, 0,57
+1.3275e+07ns, 0,57
+1.33e+07ns, 0,57
+1.3325e+07ns, 0,57
+1.335e+07ns, 0,57
+1.3375e+07ns, 0,57
+1.34e+07ns, 0,57
+1.3425e+07ns, 0,57
+1.345e+07ns, 0,57
+1.3475e+07ns, 0,57
+1.35e+07ns, 0,57
+1.3525e+07ns, 0,57
+1.355e+07ns, 0,57
+1.3575e+07ns, 0,57
+1.36e+07ns, 0,57
+1.3625e+07ns, 0,57
+1.365e+07ns, 0,57
+1.3675e+07ns, 0,57
+1.37e+07ns, 0,57
+1.3725e+07ns, 0,57
+1.375e+07ns, 0,57
+1.3775e+07ns, 0,57
+1.38e+07ns, 0,57
+1.3825e+07ns, 0,57
+1.385e+07ns, 0,57
+1.3875e+07ns, 0,57
+1.39e+07ns, 0,57
+1.3925e+07ns, 0,57
+1.395e+07ns, 0,57
+1.3975e+07ns, 0,57
+1.4e+07ns, 0,57
+1.4025e+07ns, 0,57
+1.405e+07ns, 0,57
+1.4075e+07ns, 0,57
+1.41e+07ns, 0,57
+1.4125e+07ns, 0,57
+1.415e+07ns, 0,57
+1.4175e+07ns, 0,57
+1.42e+07ns, 0,57
+1.4225e+07ns, 0,57
+1.425e+07ns, 0,57
+1.4275e+07ns, 0,57
+1.43e+07ns, 0,57
+1.4325e+07ns, 0,57
+1.435e+07ns, 0,57
+1.4375e+07ns, 0,57
+1.44e+07ns, 0,57
+1.4425e+07ns, 0,57
+1.445e+07ns, 0,57
+1.4475e+07ns, 0,57
+1.45e+07ns, 0,57
+1.4525e+07ns, 0,57
+1.455e+07ns, 0,57
+1.4575e+07ns, 0,57
+1.46e+07ns, 0,57
+1.4625e+07ns, 0,57
+1.465e+07ns, 0,57
+1.4675e+07ns, 0,57
+1.47e+07ns, 0,57
+1.4725e+07ns, 0,57
+1.475e+07ns, 0,57
+1.4775e+07ns, 0,57
+1.48e+07ns, 0,57
+1.4825e+07ns, 0,57
+1.485e+07ns, 0,57
+1.4875e+07ns, 0,57
+1.49e+07ns, 0,57
+1.4925e+07ns, 0,57
+1.495e+07ns, 0,57
+1.4975e+07ns, 0,57
+1.5e+07ns, 0,57
+1.5025e+07ns, 0,57
+1.505e+07ns, 0,57
+1.5075e+07ns, 0,57
+1.51e+07ns, 0,57
+1.5125e+07ns, 0,57
+1.515e+07ns, 0,57
+1.5175e+07ns, 0,57
+1.52e+07ns, 0,58
+1.5225e+07ns, 0,59
+1.525e+07ns, 0,60
+1.5275e+07ns, 0,61
+1.53e+07ns, 0,63
+1.5325e+07ns, 0,64
+1.535e+07ns, 0,67
+1.5375e+07ns, 0,67
+1.54e+07ns, 0,69
+1.5425e+07ns, 0,69
+1.545e+07ns, 0,69
+1.5475e+07ns, 0,69
+1.55e+07ns, 0,69
+1.5525e+07ns, 0,69
+1.555e+07ns, 0,69
+1.5575e+07ns, 0,69
+1.56e+07ns, 0,69
+1.5625e+07ns, 0,71
+1.565e+07ns, 0,71
+1.5675e+07ns, 0,71
+1.57e+07ns, 0,71
+1.5725e+07ns, 0,72
+1.575e+07ns, 0,73
+1.5775e+07ns, 0,74
+1.58e+07ns, 0,76
+1.5825e+07ns, 0,77
+1.585e+07ns, 0,78
+1.5875e+07ns, 0,80
+1.59e+07ns, 0,82
+1.5925e+07ns, 0,86
+1.595e+07ns, 0,87
+1.5975e+07ns, 0,89
+1.6e+07ns, 0,91
+1.6025e+07ns, 0,92
+1.605e+07ns, 0,93
+1.6075e+07ns, 0,93
+1.61e+07ns, 0,94
+1.6125e+07ns, 0,95
+1.615e+07ns, 0,99
+1.6175e+07ns, 0,100
+1.62e+07ns, 0,100
+1.6225e+07ns, 0,100
+1.625e+07ns, 0,100
+1.6275e+07ns, 0,101
+1.63e+07ns, 0,102
+1.6325e+07ns, 0,102
+1.635e+07ns, 0,102
+1.6375e+07ns, 0,102
+1.64e+07ns, 0,102
+1.6425e+07ns, 0,102
+1.645e+07ns, 0,102
+1.6475e+07ns, 0,102
+1.65e+07ns, 0,102
+1.6525e+07ns, 0,102
+1.655e+07ns, 0,102
+1.6575e+07ns, 0,102
+1.66e+07ns, 0,102
+1.6625e+07ns, 0,102
+1.665e+07ns, 0,102
+1.6675e+07ns, 0,102
+1.67e+07ns, 0,102
+1.6725e+07ns, 0,102
+1.675e+07ns, 0,102
+1.6775e+07ns, 0,102
+1.68e+07ns, 0,102
+1.6825e+07ns, 0,102
+1.685e+07ns, 0,102
+1.6875e+07ns, 0,102
+1.69e+07ns, 0,102
+1.6925e+07ns, 0,102
+1.695e+07ns, 0,102
+1.6975e+07ns, 0,102
+1.7e+07ns, 0,102
+1.7025e+07ns, 0,102
+1.705e+07ns, 0,102
+1.7075e+07ns, 0,102
+1.71e+07ns, 0,102
+1.7125e+07ns, 0,102
+1.715e+07ns, 0,102
+1.7175e+07ns, 0,102
+1.72e+07ns, 0,102
+1.7225e+07ns, 0,102
+1.725e+07ns, 0,102
+1.7275e+07ns, 0,102
+1.73e+07ns, 0,102
+1.7325e+07ns, 0,102
+1.735e+07ns, 0,102
+1.7375e+07ns, 0,102
+1.74e+07ns, 0,102
+1.7425e+07ns, 0,102
+1.745e+07ns, 0,102
+1.7475e+07ns, 0,102
+1.75e+07ns, 0,102
+1.7525e+07ns, 0,102
+1.755e+07ns, 0,102
+1.7575e+07ns, 0,102
+1.76e+07ns, 0,102
+1.7625e+07ns, 0,102
+1.765e+07ns, 0,102
+1.7675e+07ns, 0,102
+1.77e+07ns, 0,102
+1.7725e+07ns, 0,102
+1.775e+07ns, 0,102
+1.7775e+07ns, 0,102
+1.78e+07ns, 0,102
+1.7825e+07ns, 0,102
+1.785e+07ns, 0,102
+1.7875e+07ns, 0,102
+1.79e+07ns, 0,102
+1.7925e+07ns, 0,102
+1.795e+07ns, 0,102
+1.7975e+07ns, 0,102
+1.8e+07ns, 0,102
+1.8025e+07ns, 0,102
+1.805e+07ns, 0,102
+1.8075e+07ns, 0,102
+1.81e+07ns, 0,102
+1.8125e+07ns, 0,102
+1.815e+07ns, 0,102
+1.8175e+07ns, 0,102
+1.82e+07ns, 0,102
+1.8225e+07ns, 0,102
+1.825e+07ns, 0,102
+1.8275e+07ns, 0,104
+1.83e+07ns, 0,104
+1.8325e+07ns, 0,105
+1.835e+07ns, 0,108
+1.8375e+07ns, 0,110
+1.84e+07ns, 0,111
+1.8425e+07ns, 0,111
+1.845e+07ns, 0,112
+1.8475e+07ns, 0,112
+1.85e+07ns, 0,112
+1.8525e+07ns, 0,112
+1.855e+07ns, 0,112
+1.8575e+07ns, 0,112
+1.86e+07ns, 0,112
+1.8625e+07ns, 0,112
+1.865e+07ns, 0,112
+1.8675e+07ns, 0,112
+1.87e+07ns, 0,112
+1.8725e+07ns, 0,112
+1.875e+07ns, 0,112
+1.8775e+07ns, 0,112
+1.88e+07ns, 0,112
+1.8825e+07ns, 0,112
+1.885e+07ns, 0,112
+1.8875e+07ns, 0,112
+1.89e+07ns, 0,112
+1.8925e+07ns, 0,112
+1.895e+07ns, 0,112
+1.8975e+07ns, 0,112
+1.9e+07ns, 0,112
+1.9025e+07ns, 0,112
+1.905e+07ns, 0,112
+1.9075e+07ns, 0,112
+1.91e+07ns, 0,112
+1.9125e+07ns, 0,112
+1.915e+07ns, 0,112
+1.9175e+07ns, 0,112
+1.92e+07ns, 0,112
+1.9225e+07ns, 0,112
+1.925e+07ns, 0,112
+1.9275e+07ns, 0,112
+1.93e+07ns, 0,112
+1.9325e+07ns, 0,112
+1.935e+07ns, 0,112
+1.9375e+07ns, 0,112
+1.94e+07ns, 0,112
+1.9425e+07ns, 0,112
+1.945e+07ns, 0,112
+1.9475e+07ns, 0,112
+1.95e+07ns, 0,112
+1.9525e+07ns, 0,112
+1.955e+07ns, 0,112
+1.9575e+07ns, 0,112
+1.96e+07ns, 0,112
+1.9625e+07ns, 0,112
+1.965e+07ns, 0,112
+1.9675e+07ns, 0,112
+1.97e+07ns, 0,112
+1.9725e+07ns, 0,112
+1.975e+07ns, 0,112
+1.9775e+07ns, 0,112
+1.98e+07ns, 0,112
+1.9825e+07ns, 0,112
+1.985e+07ns, 0,112
+1.9875e+07ns, 0,112
+1.99e+07ns, 0,112
+1.9925e+07ns, 0,112
+1.995e+07ns, 0,112
+1.9975e+07ns, 0,112
+2e+07ns, 0,112
+2.0025e+07ns, 0,112
+2.005e+07ns, 0,112
+2.0075e+07ns, 0,112
+2.01e+07ns, 0,112
+2.0125e+07ns, 0,112
+2.015e+07ns, 0,112
+2.0175e+07ns, 0,112
+2.02e+07ns, 0,112
+2.0225e+07ns, 0,112
+2.025e+07ns, 0,112
+2.0275e+07ns, 0,112
+2.03e+07ns, 0,112
+2.0325e+07ns, 0,112
+2.035e+07ns, 0,112
+2.0375e+07ns, 0,112
+2.04e+07ns, 0,112
+2.0425e+07ns, 0,112
+2.045e+07ns, 0,112
+2.0475e+07ns, 0,112
+2.05e+07ns, 0,112
+2.0525e+07ns, 0,112
+2.055e+07ns, 0,112
+2.0575e+07ns, 0,112
+2.06e+07ns, 0,112
+2.0625e+07ns, 0,112
+2.065e+07ns, 0,112
+2.0675e+07ns, 0,112
+2.07e+07ns, 0,112
+2.0725e+07ns, 0,112
+2.075e+07ns, 0,112
+2.0775e+07ns, 0,112
+2.08e+07ns, 0,117
+2.0825e+07ns, 0,119
+2.085e+07ns, 0,119
+2.0875e+07ns, 0,119
+2.09e+07ns, 0,120
+2.0925e+07ns, 0,124
+2.095e+07ns, 0,126
+2.0975e+07ns, 0,126
+2.1e+07ns, 0,126
+2.1025e+07ns, 0,126
+2.105e+07ns, 0,126
+2.1075e+07ns, 0,126
+2.11e+07ns, 0,126
+2.1125e+07ns, 0,126
+2.115e+07ns, 0,127
+2.1175e+07ns, 0,127
+2.12e+07ns, 0,127
+2.1225e+07ns, 0,127
+2.125e+07ns, 0,127
+2.1275e+07ns, 0,127
+2.13e+07ns, 0,127
+2.1325e+07ns, 0,127
+2.135e+07ns, 0,127
+2.1375e+07ns, 0,127
+2.14e+07ns, 0,127
+2.1425e+07ns, 0,127
+2.145e+07ns, 0,127
+2.1475e+07ns, 0,127
+2.15e+07ns, 0,127
+2.1525e+07ns, 0,127
+2.155e+07ns, 0,127
+2.1575e+07ns, 0,127
+2.16e+07ns, 0,127
+2.1625e+07ns, 0,127
+2.165e+07ns, 0,127
+2.1675e+07ns, 0,127
+2.17e+07ns, 0,127
+2.1725e+07ns, 0,127
+2.175e+07ns, 0,127
+2.1775e+07ns, 0,127
+2.18e+07ns, 0,127
+2.1825e+07ns, 0,127
+2.185e+07ns, 0,127
+2.1875e+07ns, 0,127
+2.19e+07ns, 0,127
+2.1925e+07ns, 0,127
+2.195e+07ns, 0,127
+2.1975e+07ns, 0,127
+2.2e+07ns, 0,127
+2.2025e+07ns, 0,127
+2.205e+07ns, 0,127
+2.2075e+07ns, 0,127
+2.21e+07ns, 0,127
+2.2125e+07ns, 0,127
+2.215e+07ns, 0,127
+2.2175e+07ns, 0,127
+2.22e+07ns, 0,127
+2.2225e+07ns, 0,127
+2.225e+07ns, 0,127
+2.2275e+07ns, 0,127
+2.23e+07ns, 0,127
+2.2325e+07ns, 0,127
+2.235e+07ns, 0,127
+2.2375e+07ns, 0,127
+2.24e+07ns, 0,127
+2.2425e+07ns, 0,127
+2.245e+07ns, 0,127
+2.2475e+07ns, 0,127
+2.25e+07ns, 0,127
+2.2525e+07ns, 0,127
+2.255e+07ns, 0,127
+2.2575e+07ns, 0,127
+2.26e+07ns, 0,127
+2.2625e+07ns, 0,127
+2.265e+07ns, 0,127
+2.2675e+07ns, 0,127
+2.27e+07ns, 0,127
+2.2725e+07ns, 0,127
+2.275e+07ns, 0,127
+2.2775e+07ns, 0,127
+2.28e+07ns, 0,127
+2.2825e+07ns, 0,127
+2.285e+07ns, 0,128
+2.2875e+07ns, 0,129
+2.29e+07ns, 0,131
+2.2925e+07ns, 0,131
+2.295e+07ns, 0,133
+2.2975e+07ns, 0,136
+2.3e+07ns, 0,136
+2.3025e+07ns, 0,139
+2.305e+07ns, 0,140
+2.3075e+07ns, 0,143
+2.31e+07ns, 0,149
