sampleTime, isHotThroughputUtilization,queueSize
+8.1485e+08ns, 0,6768
+8.14875e+08ns, 0,6768
+8.149e+08ns, 0,6768
+8.14925e+08ns, 0,6768
+8.1495e+08ns, 0,6768
+8.14975e+08ns, 0,6768
+8.15e+08ns, 0,6768
+8.15025e+08ns, 0,6768
+8.1505e+08ns, 0,6768
+8.15075e+08ns, 0,6768
+8.151e+08ns, 0,6768
+8.15125e+08ns, 0,6768
+8.1515e+08ns, 0,6768
+8.15175e+08ns, 0,6768
+8.152e+08ns, 0,6768
+8.15225e+08ns, 0,6768
+8.1525e+08ns, 0,6768
+8.15275e+08ns, 0,6768
+8.153e+08ns, 0,6768
+8.15325e+08ns, 0,6768
+8.1535e+08ns, 0,6768
+8.15375e+08ns, 0,6768
+8.154e+08ns, 0,6768
+8.15425e+08ns, 0,6768
+8.1545e+08ns, 0,6768
+8.15475e+08ns, 0,6768
+8.155e+08ns, 0,6768
+8.15525e+08ns, 0,6768
+8.1555e+08ns, 0,6768
+8.15575e+08ns, 0,6768
+8.156e+08ns, 0,6768
+8.15625e+08ns, 0,6768
+8.1565e+08ns, 0,6768
+8.15675e+08ns, 0,6768
+8.157e+08ns, 0,6768
+8.15725e+08ns, 0,6768
+8.1575e+08ns, 0,6768
+8.15775e+08ns, 0,6768
+8.158e+08ns, 0,6768
+8.15825e+08ns, 0,6768
+8.1585e+08ns, 0,6768
+8.15875e+08ns, 0,6768
+8.159e+08ns, 0,6768
+8.15925e+08ns, 0,6768
+8.1595e+08ns, 0,6768
+8.15975e+08ns, 0,6768
+8.16e+08ns, 0,6768
+8.16025e+08ns, 0,6768
+8.1605e+08ns, 0,6768
+8.16075e+08ns, 0,6768
+8.161e+08ns, 0,6768
+8.16125e+08ns, 0,6768
+8.1615e+08ns, 0,6768
+8.16175e+08ns, 0,6768
+8.162e+08ns, 0,6768
+8.16225e+08ns, 0,6768
+8.1625e+08ns, 0,6768
+8.16275e+08ns, 0,6768
+8.163e+08ns, 0,6768
+8.16325e+08ns, 0,6768
+8.1635e+08ns, 0,6768
+8.16375e+08ns, 0,6768
+8.164e+08ns, 0,6768
+8.16425e+08ns, 0,6768
+8.1645e+08ns, 0,6768
+8.16475e+08ns, 0,6768
+8.165e+08ns, 0,6768
+8.16525e+08ns, 0,6768
+8.1655e+08ns, 0,6768
+8.16575e+08ns, 0,6768
+8.166e+08ns, 0,6768
+8.16625e+08ns, 0,6768
+8.1665e+08ns, 0,6768
+8.16675e+08ns, 0,6768
+8.167e+08ns, 0,6768
+8.16725e+08ns, 0,6768
+8.1675e+08ns, 0,6768
+8.16775e+08ns, 0,6768
+8.168e+08ns, 0,6768
+8.16825e+08ns, 0,6768
+8.1685e+08ns, 0,6768
+8.16875e+08ns, 0,6768
+8.169e+08ns, 0,6768
+8.16925e+08ns, 0,6768
+8.1695e+08ns, 0,6768
+8.16975e+08ns, 0,6768
+8.17e+08ns, 0,6768
+8.17025e+08ns, 0,6768
+8.1705e+08ns, 0,6768
+8.17075e+08ns, 0,6768
+8.171e+08ns, 0,6768
+8.17125e+08ns, 0,6768
+8.1715e+08ns, 0,6768
+8.17175e+08ns, 0,6768
+8.172e+08ns, 0,6768
+8.17225e+08ns, 0,6768
+8.1725e+08ns, 0,6768
+8.17275e+08ns, 0,6768
+8.173e+08ns, 0,6768
+8.17325e+08ns, 0,6768
+8.1735e+08ns, 0,6768
+8.17375e+08ns, 0,6768
+8.174e+08ns, 0,6768
+8.17425e+08ns, 0,6768
+8.1745e+08ns, 0,6768
+8.17475e+08ns, 0,6768
+8.175e+08ns, 0,6768
+8.17525e+08ns, 0,6768
+8.1755e+08ns, 0,6768
+8.17575e+08ns, 0,6768
+8.176e+08ns, 0,6768
+8.17625e+08ns, 0,6768
+8.1765e+08ns, 0,6768
+8.17675e+08ns, 0,6768
+8.177e+08ns, 0,6768
+8.17725e+08ns, 0,6768
+8.1775e+08ns, 0,6768
+8.17775e+08ns, 0,6768
+8.178e+08ns, 0,6768
+8.17825e+08ns, 0,6768
+8.1785e+08ns, 0,6768
+8.17875e+08ns, 0,6768
+8.179e+08ns, 0,6768
+8.17925e+08ns, 0,6768
+8.1795e+08ns, 0,6768
+8.17975e+08ns, 0,6768
+8.18e+08ns, 0,6768
+8.18025e+08ns, 0,6768
+8.1805e+08ns, 0,6768
+8.18075e+08ns, 0,6768
+8.181e+08ns, 0,6768
+8.18125e+08ns, 0,6768
+8.1815e+08ns, 0,6768
+8.18175e+08ns, 0,6768
+8.182e+08ns, 0,6768
+8.18225e+08ns, 0,6768
+8.1825e+08ns, 0,6768
+8.18275e+08ns, 0,6768
+8.183e+08ns, 0,6768
+8.18325e+08ns, 0,6768
+8.1835e+08ns, 0,6768
+8.18375e+08ns, 0,6768
+8.184e+08ns, 0,6768
+8.18425e+08ns, 0,6768
+8.1845e+08ns, 0,6768
+8.18475e+08ns, 0,6768
+8.185e+08ns, 0,6768
+8.18525e+08ns, 0,6768
+8.1855e+08ns, 0,6768
+8.18575e+08ns, 0,6768
+8.186e+08ns, 0,6768
+8.18625e+08ns, 0,6768
+8.1865e+08ns, 0,6768
+8.18675e+08ns, 0,6768
+8.187e+08ns, 0,6768
+8.18725e+08ns, 0,6768
+8.1875e+08ns, 0,6768
+8.18775e+08ns, 0,6768
+8.188e+08ns, 0,6768
+8.18825e+08ns, 0,6768
+8.1885e+08ns, 0,6768
+8.18875e+08ns, 0,6768
+8.189e+08ns, 0,6768
+8.18925e+08ns, 0,6768
+8.1895e+08ns, 0,6768
+8.18975e+08ns, 0,6768
+8.19e+08ns, 0,6768
+8.19025e+08ns, 0,6768
+8.1905e+08ns, 0,6768
+8.19075e+08ns, 0,6768
+8.191e+08ns, 0,6768
+8.19125e+08ns, 0,6768
+8.1915e+08ns, 0,6768
+8.19175e+08ns, 0,6768
+8.192e+08ns, 0,6768
+8.19225e+08ns, 0,6768
+8.1925e+08ns, 0,6768
+8.19275e+08ns, 0,6768
+8.193e+08ns, 0,6768
+8.19325e+08ns, 0,6768
+8.1935e+08ns, 0,6768
+8.19375e+08ns, 0,6768
+8.194e+08ns, 0,6768
+8.19425e+08ns, 0,6768
+8.1945e+08ns, 0,6768
+8.19475e+08ns, 0,6768
+8.195e+08ns, 0,6768
+8.19525e+08ns, 0,6768
+8.1955e+08ns, 0,6768
+8.19575e+08ns, 0,6768
+8.196e+08ns, 0,6768
+8.19625e+08ns, 0,6768
+8.1965e+08ns, 0,6768
+8.19675e+08ns, 0,6768
+8.197e+08ns, 0,6768
+8.19725e+08ns, 0,6768
+8.1975e+08ns, 0,6768
+8.19775e+08ns, 0,6768
+8.198e+08ns, 0,6768
+8.19825e+08ns, 0,6768
+8.1985e+08ns, 0,6768
+8.19875e+08ns, 0,6768
+8.199e+08ns, 0,6768
+8.19925e+08ns, 0,6768
+8.1995e+08ns, 0,6768
+8.19975e+08ns, 0,6768
+8.2e+08ns, 0,6768
+8.20025e+08ns, 0,6768
+8.2005e+08ns, 0,6768
+8.20075e+08ns, 0,6768
+8.201e+08ns, 0,6768
+8.20125e+08ns, 0,6768
+8.2015e+08ns, 0,6768
+8.20175e+08ns, 0,6768
+8.202e+08ns, 0,6768
+8.20225e+08ns, 0,6768
+8.2025e+08ns, 0,6768
+8.20275e+08ns, 0,6768
+8.203e+08ns, 0,6768
+8.20325e+08ns, 0,6768
+8.2035e+08ns, 0,6768
+8.20375e+08ns, 0,6768
+8.204e+08ns, 0,6768
+8.20425e+08ns, 0,6768
+8.2045e+08ns, 0,6768
+8.20475e+08ns, 0,6768
+8.205e+08ns, 0,6768
+8.20525e+08ns, 0,6768
+8.2055e+08ns, 0,6768
+8.20575e+08ns, 0,6768
+8.206e+08ns, 0,6768
+8.20625e+08ns, 0,6768
+8.2065e+08ns, 0,6768
+8.20675e+08ns, 0,6768
+8.207e+08ns, 0,6768
+8.20725e+08ns, 0,6768
+8.2075e+08ns, 0,6768
+8.20775e+08ns, 0,6768
+8.208e+08ns, 0,6768
+8.20825e+08ns, 0,6768
+8.2085e+08ns, 0,6768
+8.20875e+08ns, 0,6768
+8.209e+08ns, 0,6768
+8.20925e+08ns, 0,6768
+8.2095e+08ns, 0,6768
+8.20975e+08ns, 0,6768
+8.21e+08ns, 0,6768
+8.21025e+08ns, 0,6768
+8.2105e+08ns, 0,6768
+8.21075e+08ns, 0,6768
+8.211e+08ns, 0,6768
+8.21125e+08ns, 0,6768
+8.2115e+08ns, 0,6768
+8.21175e+08ns, 0,6768
+8.212e+08ns, 0,6768
+8.21225e+08ns, 0,6768
+8.2125e+08ns, 0,6768
+8.21275e+08ns, 0,6768
+8.213e+08ns, 0,6768
+8.21325e+08ns, 0,6768
+8.2135e+08ns, 0,6768
+8.21375e+08ns, 0,6768
+8.214e+08ns, 0,6768
+8.21425e+08ns, 0,6768
+8.2145e+08ns, 0,6768
+8.21475e+08ns, 0,6768
+8.215e+08ns, 0,6768
+8.21525e+08ns, 0,6768
+8.2155e+08ns, 0,6768
+8.21575e+08ns, 0,6768
+8.216e+08ns, 0,6768
+8.21625e+08ns, 0,6768
+8.2165e+08ns, 0,6768
+8.21675e+08ns, 0,6768
+8.217e+08ns, 0,6768
+8.21725e+08ns, 0,6768
+8.2175e+08ns, 0,6768
+8.21775e+08ns, 0,6768
+8.218e+08ns, 0,6768
+8.21825e+08ns, 0,6768
+8.2185e+08ns, 0,6768
+8.21875e+08ns, 0,6768
+8.219e+08ns, 0,6768
+8.21925e+08ns, 0,6768
+8.2195e+08ns, 0,6768
+8.21975e+08ns, 0,6768
+8.22e+08ns, 0,6768
+8.22025e+08ns, 0,6768
+8.2205e+08ns, 0,6768
+8.22075e+08ns, 0,6768
+8.221e+08ns, 0,6768
+8.22125e+08ns, 0,6768
+8.2215e+08ns, 0,6768
+8.22175e+08ns, 0,6768
+8.222e+08ns, 0,6768
+8.22225e+08ns, 0,6768
+8.2225e+08ns, 0,6768
+8.22275e+08ns, 0,6768
+8.223e+08ns, 0,6768
+8.22325e+08ns, 0,6768
+8.2235e+08ns, 0,6768
+8.22375e+08ns, 0,6768
+8.224e+08ns, 0,6768
+8.22425e+08ns, 0,6768
+8.2245e+08ns, 0,6768
+8.22475e+08ns, 0,6768
+8.225e+08ns, 0,6768
+8.22525e+08ns, 0,6768
+8.2255e+08ns, 0,6768
+8.22575e+08ns, 0,6768
+8.226e+08ns, 0,6768
+8.22625e+08ns, 0,6768
+8.2265e+08ns, 0,6768
+8.22675e+08ns, 0,6768
+8.227e+08ns, 0,6768
+8.22725e+08ns, 0,6768
+8.2275e+08ns, 0,6768
+8.22775e+08ns, 0,6768
+8.228e+08ns, 0,6768
+8.22825e+08ns, 0,6768
+8.2285e+08ns, 0,6768
+8.22875e+08ns, 0,6768
+8.229e+08ns, 0,6768
+8.22925e+08ns, 0,6768
+8.2295e+08ns, 0,6768
+8.22975e+08ns, 0,6769
+8.23e+08ns, 0,6772
+8.23025e+08ns, 0,6772
+8.2305e+08ns, 0,6773
+8.23075e+08ns, 0,6773
+8.231e+08ns, 0,6775
+8.23125e+08ns, 0,6776
+8.2315e+08ns, 0,6779
+8.23175e+08ns, 0,6781
+8.232e+08ns, 0,6781
+8.23225e+08ns, 0,6781
+8.2325e+08ns, 0,6781
+8.23275e+08ns, 0,6781
+8.233e+08ns, 0,6781
+8.23325e+08ns, 0,6781
+8.2335e+08ns, 0,6782
+8.23375e+08ns, 0,6782
+8.234e+08ns, 0,6782
+8.23425e+08ns, 0,6782
+8.2345e+08ns, 0,6782
+8.23475e+08ns, 0,6782
+8.235e+08ns, 0,6782
+8.23525e+08ns, 0,6782
+8.2355e+08ns, 0,6782
+8.23575e+08ns, 0,6782
+8.236e+08ns, 0,6782
+8.23625e+08ns, 0,6782
+8.2365e+08ns, 0,6782
+8.23675e+08ns, 0,6782
+8.237e+08ns, 0,6782
+8.23725e+08ns, 0,6782
+8.2375e+08ns, 0,6782
+8.23775e+08ns, 0,6782
+8.238e+08ns, 0,6782
+8.23825e+08ns, 0,6782
+8.2385e+08ns, 0,6782
+8.23875e+08ns, 0,6782
+8.239e+08ns, 0,6782
+8.23925e+08ns, 0,6784
+8.2395e+08ns, 0,6785
+8.23975e+08ns, 0,6785
+8.24e+08ns, 0,6785
+8.24025e+08ns, 0,6785
+8.2405e+08ns, 0,6785
+8.24075e+08ns, 0,6785
+8.241e+08ns, 0,6785
+8.24125e+08ns, 0,6785
+8.2415e+08ns, 0,6785
+8.24175e+08ns, 0,6785
+8.242e+08ns, 0,6785
+8.24225e+08ns, 0,6785
+8.2425e+08ns, 0,6785
+8.24275e+08ns, 0,6785
+8.243e+08ns, 0,6785
+8.24325e+08ns, 0,6785
+8.2435e+08ns, 0,6785
+8.24375e+08ns, 0,6785
+8.244e+08ns, 0,6785
+8.24425e+08ns, 0,6785
+8.2445e+08ns, 0,6785
+8.24475e+08ns, 0,6785
+8.245e+08ns, 0,6785
+8.24525e+08ns, 0,6785
+8.2455e+08ns, 0,6785
+8.24575e+08ns, 0,6785
+8.246e+08ns, 0,6785
+8.24625e+08ns, 0,6785
+8.2465e+08ns, 0,6785
+8.24675e+08ns, 0,6785
+8.247e+08ns, 0,6785
+8.24725e+08ns, 0,6785
+8.2475e+08ns, 0,6785
+8.24775e+08ns, 0,6785
+8.248e+08ns, 0,6785
+8.24825e+08ns, 0,6785
+8.2485e+08ns, 0,6785
+8.24875e+08ns, 0,6785
+8.249e+08ns, 0,6785
+8.24925e+08ns, 0,6785
+8.2495e+08ns, 0,6785
+8.24975e+08ns, 0,6785
+8.25e+08ns, 0,6785
+8.25025e+08ns, 0,6785
+8.2505e+08ns, 0,6785
+8.25075e+08ns, 0,6785
+8.251e+08ns, 0,6785
+8.25125e+08ns, 0,6785
+8.2515e+08ns, 0,6785
+8.25175e+08ns, 0,6785
+8.252e+08ns, 0,6785
+8.25225e+08ns, 0,6785
+8.2525e+08ns, 0,6785
+8.25275e+08ns, 0,6785
+8.253e+08ns, 0,6785
+8.25325e+08ns, 0,6785
+8.2535e+08ns, 0,6785
+8.25375e+08ns, 0,6785
+8.254e+08ns, 0,6785
+8.25425e+08ns, 0,6785
+8.2545e+08ns, 0,6785
+8.25475e+08ns, 0,6785
+8.255e+08ns, 0,6785
+8.25525e+08ns, 0,6785
+8.2555e+08ns, 0,6785
+8.25575e+08ns, 0,6785
+8.256e+08ns, 0,6785
+8.25625e+08ns, 0,6785
+8.2565e+08ns, 0,6785
+8.25675e+08ns, 0,6785
+8.257e+08ns, 0,6785
+8.25725e+08ns, 0,6785
+8.2575e+08ns, 0,6785
+8.25775e+08ns, 0,6785
+8.258e+08ns, 0,6785
+8.25825e+08ns, 0,6785
+8.2585e+08ns, 0,6785
+8.25875e+08ns, 0,6785
+8.259e+08ns, 0,6785
+8.25925e+08ns, 0,6785
+8.2595e+08ns, 0,6785
+8.25975e+08ns, 0,6785
+8.26e+08ns, 0,6785
+8.26025e+08ns, 0,6785
+8.2605e+08ns, 0,6785
+8.26075e+08ns, 0,6785
+8.261e+08ns, 0,6785
+8.26125e+08ns, 0,6785
+8.2615e+08ns, 0,6785
+8.26175e+08ns, 0,6785
+8.262e+08ns, 0,6785
+8.26225e+08ns, 0,6785
+8.2625e+08ns, 0,6785
+8.26275e+08ns, 0,6785
+8.263e+08ns, 0,6785
+8.26325e+08ns, 0,6785
+8.2635e+08ns, 0,6785
+8.26375e+08ns, 0,6785
+8.264e+08ns, 0,6785
+8.26425e+08ns, 0,6785
+8.2645e+08ns, 0,6785
+8.26475e+08ns, 0,6785
+8.265e+08ns, 0,6785
+8.26525e+08ns, 0,6785
+8.2655e+08ns, 0,6785
+8.26575e+08ns, 0,6785
+8.266e+08ns, 0,6785
+8.26625e+08ns, 0,6785
+8.2665e+08ns, 0,6785
+8.26675e+08ns, 0,6785
+8.267e+08ns, 0,6785
+8.26725e+08ns, 0,6785
+8.2675e+08ns, 0,6785
+8.26775e+08ns, 0,6785
+8.268e+08ns, 0,6785
+8.26825e+08ns, 0,6785
+8.2685e+08ns, 0,6785
+8.26875e+08ns, 0,6785
+8.269e+08ns, 0,6785
+8.26925e+08ns, 0,6785
+8.2695e+08ns, 0,6785
+8.26975e+08ns, 0,6785
+8.27e+08ns, 0,6785
+8.27025e+08ns, 0,6785
+8.2705e+08ns, 0,6785
+8.27075e+08ns, 0,6785
+8.271e+08ns, 0,6785
+8.27125e+08ns, 0,6787
+8.2715e+08ns, 0,6788
+8.27175e+08ns, 0,6788
+8.272e+08ns, 0,6788
+8.27225e+08ns, 0,6788
+8.2725e+08ns, 0,6788
+8.27275e+08ns, 0,6788
+8.273e+08ns, 0,6789
+8.27325e+08ns, 0,6791
+8.2735e+08ns, 0,6792
+8.27375e+08ns, 0,6792
+8.274e+08ns, 0,6793
+8.27425e+08ns, 0,6794
+8.2745e+08ns, 0,6794
+8.27475e+08ns, 0,6794
+8.275e+08ns, 0,6794
+8.27525e+08ns, 0,6795
+8.2755e+08ns, 0,6795
+8.27575e+08ns, 0,6795
+8.276e+08ns, 0,6795
+8.27625e+08ns, 0,6795
+8.2765e+08ns, 0,6795
+8.27675e+08ns, 0,6795
+8.277e+08ns, 0,6795
+8.27725e+08ns, 0,6795
+8.2775e+08ns, 0,6795
+8.27775e+08ns, 0,6795
+8.278e+08ns, 0,6795
+8.27825e+08ns, 0,6795
+8.2785e+08ns, 0,6795
+8.27875e+08ns, 0,6796
+8.279e+08ns, 0,6796
+8.27925e+08ns, 0,6797
+8.2795e+08ns, 0,6797
+8.27975e+08ns, 0,6797
+8.28e+08ns, 0,6798
+8.28025e+08ns, 0,6798
+8.2805e+08ns, 0,6799
+8.28075e+08ns, 0,6800
+8.281e+08ns, 0,6800
+8.28125e+08ns, 0,6802
+8.2815e+08ns, 0,6803
+8.28175e+08ns, 0,6805
+8.282e+08ns, 0,6805
+8.28225e+08ns, 0,6805
+8.2825e+08ns, 0,6806
+8.28275e+08ns, 0,6806
+8.283e+08ns, 0,6806
+8.28325e+08ns, 0,6806
+8.2835e+08ns, 0,6806
+8.28375e+08ns, 0,6806
+8.284e+08ns, 0,6806
+8.28425e+08ns, 0,6806
+8.2845e+08ns, 0,6806
+8.28475e+08ns, 0,6806
+8.285e+08ns, 0,6806
+8.28525e+08ns, 0,6807
+8.2855e+08ns, 0,6808
+8.28575e+08ns, 0,6809
+8.286e+08ns, 0,6809
+8.28625e+08ns, 0,6810
+8.2865e+08ns, 0,6811
+8.28675e+08ns, 0,6811
+8.287e+08ns, 0,6811
+8.28725e+08ns, 0,6813
+8.2875e+08ns, 0,6813
+8.28775e+08ns, 0,6813
+8.288e+08ns, 0,6813
+8.28825e+08ns, 0,6814
+8.2885e+08ns, 0,6814
+8.28875e+08ns, 0,6814
+8.289e+08ns, 0,6816
+8.28925e+08ns, 0,6817
+8.2895e+08ns, 0,6817
+8.28975e+08ns, 0,6817
+8.29e+08ns, 0,6817
+8.29025e+08ns, 0,6818
+8.2905e+08ns, 0,6819
+8.29075e+08ns, 0,6819
+8.291e+08ns, 0,6819
+8.29125e+08ns, 0,6819
+8.2915e+08ns, 0,6819
+8.29175e+08ns, 0,6820
+8.292e+08ns, 0,6820
+8.29225e+08ns, 0,6820
+8.2925e+08ns, 0,6820
+8.29275e+08ns, 0,6820
+8.293e+08ns, 0,6821
+8.29325e+08ns, 0,6821
+8.2935e+08ns, 0,6821
+8.29375e+08ns, 0,6821
+8.294e+08ns, 0,6822
+8.29425e+08ns, 0,6823
+8.2945e+08ns, 0,6824
+8.29475e+08ns, 0,6824
+8.295e+08ns, 0,6824
+8.29525e+08ns, 0,6824
+8.2955e+08ns, 0,6824
+8.29575e+08ns, 0,6825
+8.296e+08ns, 0,6826
+8.29625e+08ns, 0,6828
+8.2965e+08ns, 0,6828
+8.29675e+08ns, 0,6828
+8.297e+08ns, 0,6828
+8.29725e+08ns, 0,6828
+8.2975e+08ns, 0,6828
+8.29775e+08ns, 0,6828
+8.298e+08ns, 0,6828
+8.29825e+08ns, 0,6828
+8.2985e+08ns, 0,6828
+8.29875e+08ns, 0,6828
+8.299e+08ns, 0,6828
+8.29925e+08ns, 0,6828
+8.2995e+08ns, 0,6828
+8.29975e+08ns, 0,6828
+8.3e+08ns, 0,6828
+8.30025e+08ns, 0,6828
+8.3005e+08ns, 0,6828
+8.30075e+08ns, 0,6828
+8.301e+08ns, 0,6828
+8.30125e+08ns, 0,6828
+8.3015e+08ns, 0,6828
+8.30175e+08ns, 0,6828
+8.302e+08ns, 0,6830
+8.30225e+08ns, 0,6831
+8.3025e+08ns, 0,6831
+8.30275e+08ns, 0,6831
+8.303e+08ns, 0,6831
+8.30325e+08ns, 0,6831
+8.3035e+08ns, 0,6831
+8.30375e+08ns, 0,6831
+8.304e+08ns, 0,6831
+8.30425e+08ns, 0,6832
+8.3045e+08ns, 0,6832
+8.30475e+08ns, 0,6833
+8.305e+08ns, 0,6833
+8.30525e+08ns, 0,6834
+8.3055e+08ns, 0,6835
+8.30575e+08ns, 0,6836
+8.306e+08ns, 0,6836
+8.30625e+08ns, 0,6836
+8.3065e+08ns, 0,6836
+8.30675e+08ns, 0,6836
+8.307e+08ns, 0,6836
+8.30725e+08ns, 0,6836
+8.3075e+08ns, 0,6836
+8.30775e+08ns, 0,6836
+8.308e+08ns, 0,6836
+8.30825e+08ns, 0,6836
+8.3085e+08ns, 0,6836
+8.30875e+08ns, 0,6836
+8.309e+08ns, 0,6836
+8.30925e+08ns, 0,6836
+8.3095e+08ns, 0,6836
+8.30975e+08ns, 0,6836
+8.31e+08ns, 0,6836
+8.31025e+08ns, 0,6836
+8.3105e+08ns, 0,6836
+8.31075e+08ns, 0,6836
+8.311e+08ns, 0,6836
+8.31125e+08ns, 0,6836
+8.3115e+08ns, 0,6836
+8.31175e+08ns, 0,6839
+8.312e+08ns, 0,6839
+8.31225e+08ns, 0,6839
+8.3125e+08ns, 0,6839
+8.31275e+08ns, 0,6839
+8.313e+08ns, 0,6839
+8.31325e+08ns, 0,6839
+8.3135e+08ns, 0,6839
+8.31375e+08ns, 0,6839
+8.314e+08ns, 0,6839
+8.31425e+08ns, 0,6839
+8.3145e+08ns, 0,6839
+8.31475e+08ns, 0,6839
+8.315e+08ns, 0,6839
+8.31525e+08ns, 0,6839
+8.3155e+08ns, 0,6839
+8.31575e+08ns, 0,6839
+8.316e+08ns, 0,6839
+8.31625e+08ns, 0,6839
+8.3165e+08ns, 0,6839
+8.31675e+08ns, 0,6839
+8.317e+08ns, 0,6839
+8.31725e+08ns, 0,6840
+8.3175e+08ns, 0,6843
+8.31775e+08ns, 0,6845
+8.318e+08ns, 0,6845
+8.31825e+08ns, 0,6845
+8.3185e+08ns, 0,6845
+8.31875e+08ns, 0,6845
+8.319e+08ns, 0,6845
+8.31925e+08ns, 0,6845
+8.3195e+08ns, 0,6845
+8.31975e+08ns, 0,6845
+8.32e+08ns, 0,6845
+8.32025e+08ns, 0,6845
+8.3205e+08ns, 0,6845
+8.32075e+08ns, 0,6845
+8.321e+08ns, 0,6845
+8.32125e+08ns, 0,6845
+8.3215e+08ns, 0,6845
+8.32175e+08ns, 0,6845
+8.322e+08ns, 0,6845
+8.32225e+08ns, 0,6845
+8.3225e+08ns, 0,6845
+8.32275e+08ns, 0,6845
+8.323e+08ns, 0,6845
+8.32325e+08ns, 0,6845
+8.3235e+08ns, 0,6845
+8.32375e+08ns, 0,6846
+8.324e+08ns, 0,6846
+8.32425e+08ns, 0,6846
+8.3245e+08ns, 0,6846
+8.32475e+08ns, 0,6846
+8.325e+08ns, 0,6848
+8.32525e+08ns, 0,6851
+8.3255e+08ns, 0,6851
+8.32575e+08ns, 0,6852
+8.326e+08ns, 0,6852
+8.32625e+08ns, 0,6852
+8.3265e+08ns, 0,6852
+8.32675e+08ns, 0,6852
+8.327e+08ns, 0,6852
+8.32725e+08ns, 0,6852
+8.3275e+08ns, 0,6853
+8.32775e+08ns, 0,6855
+8.328e+08ns, 0,6857
+8.32825e+08ns, 0,6860
+8.3285e+08ns, 0,6864
+8.32875e+08ns, 0,6866
+8.329e+08ns, 0,6867
+8.32925e+08ns, 0,6867
+8.3295e+08ns, 0,6868
+8.32975e+08ns, 0,6869
+8.33e+08ns, 0,6870
+8.33025e+08ns, 0,6870
+8.3305e+08ns, 0,6870
+8.33075e+08ns, 0,6871
+8.331e+08ns, 0,6873
+8.33125e+08ns, 0,6874
+8.3315e+08ns, 0,6877
+8.33175e+08ns, 0,6877
+8.332e+08ns, 0,6879
+8.33225e+08ns, 0,6881
+8.3325e+08ns, 0,6881
+8.33275e+08ns, 0,6881
+8.333e+08ns, 0,6881
+8.33325e+08ns, 0,6882
+8.3335e+08ns, 0,6882
+8.33375e+08ns, 0,6882
+8.334e+08ns, 0,6882
+8.33425e+08ns, 0,6882
+8.3345e+08ns, 0,6883
+8.33475e+08ns, 0,6883
+8.335e+08ns, 0,6883
+8.33525e+08ns, 0,6883
+8.3355e+08ns, 0,6885
+8.33575e+08ns, 0,6886
+8.336e+08ns, 0,6888
+8.33625e+08ns, 0,6889
+8.3365e+08ns, 0,6889
+8.33675e+08ns, 0,6889
+8.337e+08ns, 0,6889
+8.33725e+08ns, 0,6889
+8.3375e+08ns, 0,6889
+8.33775e+08ns, 0,6889
+8.338e+08ns, 0,6889
+8.33825e+08ns, 0,6889
+8.3385e+08ns, 0,6889
+8.33875e+08ns, 0,6889
+8.339e+08ns, 0,6889
+8.33925e+08ns, 0,6889
+8.3395e+08ns, 0,6889
+8.33975e+08ns, 0,6889
+8.34e+08ns, 0,6889
+8.34025e+08ns, 0,6889
+8.3405e+08ns, 0,6889
+8.34075e+08ns, 0,6891
+8.341e+08ns, 0,6891
+8.34125e+08ns, 0,6891
+8.3415e+08ns, 0,6891
+8.34175e+08ns, 0,6893
+8.342e+08ns, 0,6893
+8.34225e+08ns, 0,6893
+8.3425e+08ns, 0,6893
+8.34275e+08ns, 0,6893
+8.343e+08ns, 0,6893
+8.34325e+08ns, 0,6893
+8.3435e+08ns, 0,6893
+8.34375e+08ns, 0,6893
+8.344e+08ns, 0,6893
+8.34425e+08ns, 0,6893
+8.3445e+08ns, 0,6893
+8.34475e+08ns, 0,6893
+8.345e+08ns, 0,6893
+8.34525e+08ns, 0,6893
+8.3455e+08ns, 0,6893
+8.34575e+08ns, 0,6893
+8.346e+08ns, 0,6893
+8.34625e+08ns, 0,6893
+8.3465e+08ns, 0,6893
+8.34675e+08ns, 0,6893
+8.347e+08ns, 0,6893
+8.34725e+08ns, 0,6893
+8.3475e+08ns, 0,6893
+8.34775e+08ns, 0,6893
+8.348e+08ns, 0,6893
+8.34825e+08ns, 0,6893
+8.3485e+08ns, 0,6893
+8.34875e+08ns, 0,6893
+8.349e+08ns, 0,6893
+8.34925e+08ns, 0,6893
+8.3495e+08ns, 0,6893
+8.34975e+08ns, 0,6893
+8.35e+08ns, 0,6893
+8.35025e+08ns, 0,6893
+8.3505e+08ns, 0,6893
+8.35075e+08ns, 0,6893
+8.351e+08ns, 0,6893
+8.35125e+08ns, 0,6893
+8.3515e+08ns, 0,6893
+8.35175e+08ns, 0,6893
+8.352e+08ns, 0,6893
+8.35225e+08ns, 0,6893
+8.3525e+08ns, 0,6893
+8.35275e+08ns, 0,6893
+8.353e+08ns, 0,6893
+8.35325e+08ns, 0,6893
+8.3535e+08ns, 0,6893
+8.35375e+08ns, 0,6893
+8.354e+08ns, 0,6893
+8.35425e+08ns, 0,6893
+8.3545e+08ns, 0,6893
+8.35475e+08ns, 0,6893
+8.355e+08ns, 0,6893
+8.35525e+08ns, 0,6893
+8.3555e+08ns, 0,6893
+8.35575e+08ns, 0,6893
+8.356e+08ns, 0,6893
+8.35625e+08ns, 0,6893
+8.3565e+08ns, 0,6893
+8.35675e+08ns, 0,6893
